"Key","Created","SP","Timespent","Title","Description"
"MDL-68235","2020/03/24 01:37:04","1.0","901.0","""Incorrect section used in activity creation after section drag and drop""","""We now pull this from the data attribute in the link, but this isn't updated when we move a section. We used to use the value of X in id=""""section-X"""" on the section wrapper, which was being updated on drop as part of the course format drag and drop code.    To see the problem:  1. Pull in fix from MDL-68231 first. This fixes the section drag and drop  2. Create 4 sections in a course - topics format is fine.  3. Drag section 4 onto section 3  4. Now, using section 3 add an activity    Expected: the activity is created in section 3  Actual: It's created in section 4."""
"MDL-68246","2020/03/25 08:14:02","1.0","4084.0","""Update fetching of participants to support multiple values per filter""","""Currently, fetching of participants (ie user/lib.php:function user_get_participants, user_get_total_participants and related calls) only support submitting a single value per filter type.    These need to be updated to support filtering by multiple values per filter type.    For this issue, this will be restricted to the """"Any"""" (logical OR) case."""
"MDL-68269","2020/03/26 16:32:29","1.0","70.0","""Recent changes have caused some form elements to display incorrectly""","""This is a regression apparently introduced by MDL-67968    Some change into form structure/classes (fieldsets) have caused certain elements to start displaying incorrectly.    See for example https://github.com/h5p/h5p-moodle-plugin/issues/329 where the problem has been detected.    At the time of writing this it not clear which other stuff may be broken in a similar way.    Quoting [~tusefomal]:    {quote}  I see that this element fieldset goes from flex to a regular display with this change, adding a """"w-100"""" class will increase it's compatibility with previous forms  {quote}    Ciao :-)"""
"MDL-68283","2020/03/30 05:46:41","1.0","50.0","""get_moodlenet_user_profile should handle validation exceptions""","""The user can enter in their moodlenet profile information from the user edit page which doesn't run through the same validation as the moodlenet redirect page.    In situations where the profile information is wrong when this method is called it will throw an exception. We should catch that exception and return null. That would ask the user to enter in a moodlenet profile and the proper validation can happen here.    Things to do:   # In get_moodlenet_user_profile method catch the exception and return null.   # Change the current exception thrown to a moodle_exception.   # Update the unit tests to test for an invalid username already stored.   # Both Master and stable plugin to be updated."""
"MDL-68286","2020/03/30 08:04:52","2.0","384.0","""Update table_sql to support dynamic initials bar""","""Update table_sql to support dynamic initials bar"""
"MDL-68312","2020/04/01 10:51:58","5.0","875.0","""Gradebook: Grader report: Accessibility issues""","""h5. Issues  h6. A   * Errors found using W3C Nu Validation Service and filtered to indicate WCAG errors only    h6. AAA   * -The letter links for the """"First Name"""" and """"Surname"""" searches do not make sense out of context- --> left out for now    h5. Affected guidelines  h6. A   * *Parsing:*   *4.1.1* In content implemented using markup languages, elements have complete start and end tags, elements are nested according to their specifications, elements do not contain duplicate attributes, and any IDs are unique, except where the specifications allow these features.    Note: Start and end tags that are missing a critical character in their formation, such as a closing angle bracket or a mismatched attribute value quotation mark are not complete.    h6. AAA   * *Link Purpose (Link Only):*   *2.4.9* A mechanism is available to allow the purpose of each link to be identified from link text alone, except where the purpose of the link would be ambiguous to users in general."""
"MDL-68330","2020/04/03 04:55:17","1.0","800.0","""Video and audio is not properly rendered by videojs in the course page ""","""This issue was discovered while working on the upgrade of VideoJs to the latest version (https://tracker.moodle.org/browse/MDL-67383)    When adding a video link to a content of a label or in a description of an activity (enable to be displayed in the course page), with the media filters enabled, the video is not properly rendered.    Replication steps:   # Login as Admin.   # Create a Course.   # Enable 'Multimedia plugins' filter (Site administration > Plugins > Filters > Manage filters)   # Enable the VideoJS media player and prioritise it over the other media players (Site administration > Plugins > Media players > Manage media players)   # Go to the Course   # Add a Label in the course   ** For 'Label text' add a link to a video file (for ex. mp4)    *Expected*: The video link is displayed properly in a media player in the course page.    *Actual:* The media player with the video link is not properly displayed (See attached screenshot).    Alternatively, you can just upload the provided course backup in order to replicate the issue. """
"MDL-68343","2020/04/06 04:15:37","1.0","410.0","""Gradebook: Single view: Accessibility issues""","""h5. Issues  h6. A   * See 1.3.1 re: labels:  *Info and Relationships:*  *1.3.1* Information, structure, and relationships conveyed through presentation can be programmatically determined or are available in text.   See Fig. 17.01 and Fig. 17.02   * Error found using W3C Nu Validation Service and filtered to indicate WCAG errors only. See Fig. 12.05    h5. Affected guidelines  h6. A   * *Labels or Instructions*  *3.3.2* Labels or instructions are provided when content requires user input   * *Parsing:*  *4.1.1* In content implemented using markup languages, elements have complete start and end tags, elements are nested according to their specifications, elements do not contain duplicate attributes, and any IDs are unique, except where the specifications allow these features.   Note: Start and end tags that are missing a critical character in their formation, such as a closing angle bracket or a mismatched attribute value quotation mark are not complete."""
"MDL-68348","2020/04/06 11:45:23","4.0","6265.0","""Update the participants filter to support filtering with additional logic operators""","""Currently the participants_search class supports 'Any' type filtering (intra/inter filter joins using logical OR).    That class and related functions need to be updated to support the remaining two condition types, 'All' and 'None' (logical AND and NOT). This includes both joins within each filter, as well as the logical operators applied _between_ filters (ie the all/any/none join type set for the filterset when multiple filters are applied concurrently).    Unit tests also need to be written (or uncommented where relevant)."""
"MDL-68353","2020/04/07 02:21:34","1.0","2375.0","""Course management: Create new course: Accessibility issues""","""h5. Issues  h6. A   * A button is empty or has no value text. See Fig. 20.01   * See 1.3.1 re: labels (See Fig. 20.02 and Fig. 20.03 and Fig. 20.04):  *Info and Relationships:*  *1.3.1* Information, structure, and relationships conveyed through presentation can be programmatically determined or are available in text.    * Errors found using W3C Nu Validation Service and filtered to indicate WCAG errors only    h5. Affected guidelines  h6. A   * *Text Alternatives:*   *1.1.1* All non-text content that is presented to the user has a text alternative that serves the equivalent purpose, except for the situations listed below.   * *Labels or Instructions*   *3.3.2* Labels or instructions are provided when content requires user input   * *Parsing:*   *4.1.1* In content implemented using markup languages, elements have complete start and end tags, elements are nested according to their specifications, elements do not contain duplicate attributes, and any IDs are unique, except where the specifications allow these features.    Note: Start and end tags that are missing a critical character in their formation, such as a closing angle bracket or a mismatched attribute value quotation mark are not complete."""
"MDL-68355","2020/04/07 08:30:58","1.0","651.0","""Fix accessibility issues for the marking guide grading form in the forum grading UI""","""Axe reports 2 accessibility issues for the marking guide grading form in the forum grading UI.  # Empty button description for the criterion description. e.g.  {noformat}  <button class=""""btn btn-link px-1"""" aria-controls=""""gradingform_guide-7-criteria-5-description"""" aria-expanded=""""false"""" data-target=""""#gradingform_guide-7-criteria-5-description"""" data-toggle=""""collapse"""" type=""""button"""">  {noformat}  # Empty button description for the frequently-used comments picker button. e.g.  {noformat}  <button class=""""btn btn-icon form-inset-item icon-no-margin p-0 mt-1 mr-1 text-reset"""" aria-controls=""""gradingform_guide-7-criteria-5-remark-frequent-comments"""" aria-expanded=""""true"""" data-toggle=""""collapse"""" data-target=""""#gradingform_guide-7-criteria-5-remark-frequent-comments"""" type=""""button"""" id=""""yui_3_17_2_1_1586240583780_992"""">  {noformat}"""
"MDL-68427","2020/04/16 04:27:26","1.0","387.0","""paging_bar previous/next buttons have wrong page numbers""","""We are doing some incorrect math to work out the previous and next page numbers in {{paging_bar}}"""
"MDL-68442","2020/04/17 07:39:37","1.0","548.0","""Enrolment actions no longer work after dynamic table actions""","""The current participant table code for Viewing, Editing, and Removing enrolments binds to specific instances of buttons. When we reload the table those event handlers are dropped.    We need to update the code to make it safe to work with the dynamic table code."""
"MDL-68507","2020/04/24 09:06:21","1.0","250.0","""Provide site details when redirecting to moodlenet (tool_moodlenet 3.7 and 3.8""","""Please ensure when redirecting to moodlenet to provide details about our site and path.    Taken from chat with Jake:  {quote}OFFICIALSITECONFIGVALUE?site=URLENCODEDSITE&path=URLENCODEDPATH  {quote}  It's likely that both the mod_moodlenet plugin as well as the master implementation will have to be checked and updated.    Jake:   Here's the commit running on the prototype site for 3.8 right now ([https://github.com/moodle/moodle/commit/ccd0304161a3d8e9520e6167b97074084e991c9f]). We'll need to clean this up and add support for the case when a user enters their MoodleNet profile URL into the page (this commit only handles the """"Browse official"""" button), but it gives you the idea.    The main things we need:     *1*. tool_moodlenet: Fix tool_moodlenet_add_resource_redirect_url() so that when it's returning the 'instance.php' url, it also includes course and section params so these can be used in creation of the 'path' param that we'll provide to MoodleNet. Given the path param creation needs to happen on the instance page, the instance page needs to know the course and section.   *2.* tool_moodlenet: Make sure that when sending the user to MoodleNet, we send them to the following URL:    MOODLENETSITE?site=URLENCODEDSITE&path=URLENCODEDPATH    Where:   MOODLENETSITE is the URL of the users MoodleNet site, including the path to the (as yet to be determined) endpoint. e.g. [https://their.moodlenet.site|https://their.moodlenet.site/]   URLENCODEDSITE is the Moodle site ($CFG->wwwroot), urlencoded. E.g. urlencode(""""https//example.moodle.site"""");   URLENCODEDPATH is the path to the tool's import script, *including any params such as course and section*, also urlencoded. E.g. urlencode(""""/admin/tool/moodlenet/import.php?course=x&section=y"""");    *Note:* I would not recommend exploiting the renderable+template context as a way to get data into the rendered like I've done here. This was just a quick patch to test end to end comms with the test client."""
"MDL-68529","2020/04/26 10:05:13","3.0","640.0","""Activity chooser has to fetch data before showing""","""When you initially click to open the activity chooser nothing happens at first. The page must wait to perform an initial fetch of the module data before it even indicates that anything is happening.    It should instead show the dialogue immediately, as soon as the button is clicked, but show that it is loading.    One a slow connection this can take over half a second at the moment."""
"MDL-68705","2020/05/13 12:23:02","1.0","295.0","""Consider making composer self-update non blocking or optional""","""Right now, every behat or phpunit {{init.php}} executions does check if {{composer.phar}} is available @ dirroot.    A) If it's not available, it's downloaded.  B) if it's available, a {{self-update}} is executed.    Any error, kills the {{init.php}} execution, exiting with error.    That's ok 90% of times, but there are some cases where it can lead to unnecessary problems/processing:    1) Developer working offline. Impossible to run tests.  2) Problems @ {{getcomposer.org}}, irrespectively of already being updated.  3) {{composer.phar}} maintained by any other method.    In all those cases... it may be interesting to allow the {{self-update}} to be (one of):    a) make its execution optional (adding a {{--no-composer-update}} switch.  b) avoid problems to exit with error (adding a {{--no-error-on-composer-update}} switch.    Note that this doesn't affect A) (download the phar if missing), only updates.    So this issue is about to decide if it's worth adding some of those options, decide which one and implement it. Both for phpunit and behat {{init.php}} scripts. Then we may start adding them here and there.    Ciao :-)  """
"MDL-68723","2020/05/14 15:27:32","7.0","560.0","""Filemanager File tree view does not list all files.""","""Treeview in file manager does not always display files.    Found while testing MDLQA-14363 on qa.moodledemo.net   # Log in as a user and go to your Private files area.   # create a folder named Folder 0   # click on Folder 0   # create a folder named Folder 1   # drag and drop 2 files next to the folder named Folder 1.   # click on Folder 1   # create a folder named Folder 2   # drag and drop 2 files next to the folder named Folder 2.   # click on the Folder 2   # change the filemanager view to tree view.      Expected result: all files and folders appear in the tree view (when expanded)    Actual result: the files contained within folder 1 do not appear appear, only the folder structure appears    Note: if you switch back to folder (icon) view and navigate back to Folder 1 and then switch back to the tree view, then files appear."""
"MDL-68758","2020/05/18 15:56:38","1.0","305.0",""" The 'Download selected files' button should only display in the 'Display folder with file details' view""","""As found when testing MDLQA-14380:    Steps to reproduce:   # Log in as a user and add a few files and folders to your private files area.   # Save changes.   # Check the different views, 'Display folder with file icons', 'Display folder with file details' and 'Display folder as file tree' and make a note of which views the 'Download selected files' button is displayed in, and which views have select boxes.    Expected result: The 'Download selected files' button only displays in the 'Display folder with file details' view, where there are select boxes (as for the Delete button).    Actual result: The 'Download selected files' button is displayed in all views, which is confusing because there are no select boxes in two of the views."""
"MDL-68763","2020/05/19 03:58:03","7.0","937.0","""If only one import format option is available, skip the selection step for the user""","""This is driven by the link import case, in which there is only one handler - mod_url. In cases like this, rather than have the user select that single option (when there really is no choice to make), we should just skip this step and proceed with the import.    Currently, the options.php page handles self posts to create/import the resource. This assumes the user submit a form with sesskey on that page.     The options.php page however, can be reached via either the course select page (select.php - via a link) or the confirmation page (index.php - via a redirect), depending on whether or not the course has been provided. We shouldn't make state changes on these GET requests, though, so we can't just start an import on page load.    I think we'll need to decide where we want to check the handler count (i.e. where we make the decision about whether to auto-import or not) and how we plan to post to the options.php page from the other two pages."""
"MDL-68804","2020/05/22 06:10:33","1.0","345.0","""Not redirecting to the MoodleNet endpoint""","""When a user enters their MoodleNet profile URL into either:   a) the activity chooser pane (master) or   b) The instance select page (38)    The process should be to validate the profile and then redirect the user to the MoodleNet endpoint, where the MoodleNet instance will capture the site, course and section (this is a late change, adding course and section like this). Somehow, we've missed setting the endpoint in our redirects and we're not currently able to hand the user off properly.    The endpoint is:   lms/moodle/search    Making a request url look like   your.moodlenet.site/lms/moodle/search?site=xxx&course=yyy&section=z    What I'm seeing in the current branches (based on prototype site testing) is as follows:   Master (this is probably closer to correct):   I see a request to [https://home.next.moodle.net|https://home.next.moodle.net/] with site and path params correctly urlencoded and set. Here were only missing the endpoint path. We need to drop the path param as we no longer need to send this and add course and section params.    38 (this seems quite off the mark):    I see a request for the user's profile on MoodleNet, no params sent at all.    So, we need to fix this in both branches by the looks of it."""
"MDL-68807","2020/05/22 10:33:58","1.0","50.0","""Moodle assumes course and section are omitted when starting in MoodleNet, but these can be sent empty too [master and 37/38].""","""Identified on the prototype site, this comes down to the handling and validation of the course and section params in import.php. The fix should be small, but we should probably consider validating these properly (clean_param) - that seems to have been overlooked in my work on MDL-68698.    To replicate this one:   1. Take the new test client (see link in testing instructions) and start an import of the first item there - the cat.png without course and section   2. Notice that you'll see an SQL error, complaining about courseid being empty."""
"MDL-68928","2020/06/05 08:12:16","5.0","955.0","""Add a way to decide what plugin will show in the activity chooser footer""","""As mentioned by Jun during his review of MDL-67883 we add a way to allow site admins to decide what will be displayed in the activity chooser footer with the default set to MoodleNet.    This will help in the case another plugin implements the required callback and wins the race against MoodleNet.    See below for context:  h5. \core_course_external::get_activity_chooser_footer()   # I'm not sure whether we should be limiting the execution of other plugins implementing the """"{{_custom_chooser_footer}}"""" hook. If another plugin implements this function, but we still want to display the link to MoodleNet, if the call to """"{{\get_plugins_with_function()}}"""" runs the other plugin's implementation first, then the MoodleNet link won't be shown anymore. Perhaps we should remove the breaks in the loop and either do the following:   ** Allow the activity chooser footer to be able to display multiple activity_chooser_footer items from plugins.   ** Add an admin setting that allows the admin to select which `activity_chooser_footer` item should be displayed in the activity chooser footer. This would provide reliability on the item will be displayed in the activity chooser footer as opposed to the first-processed, first-displayed nature of the current implementation.   Let me know your thoughts. In any case, this can be done as a separate issue/follow up."""
"MDL-69079","2020/06/17 14:00:54","1.0","970.0","""Activity chooser does not display if site contains plugins missing from disk""","""In one of our Moodle 3.9 testing sites, we've found the new improved activity picker does not load in the following circumstances:   * a plugin has been deleted from the server, but uninstall hasn't taken place ==> this makes the plugin '*missing from disk*'.    Up until Moodle 3.8, it was possible to keep plugin configuration data in the database, while not having the files of the plugin on the server. This didn't block properly showing the activity picker.    We sometimes do this, to prevent losing the configuration data while the plugin is undergoing maintenance.     When you'd completely process the uninstall for an activity mod plugin, you lose all configuration and have to completely reinstall it once maintenance is finished.     Activity chooser does not display if site contains plugins missing from disk.     """
"MDL-69110","2020/06/22 17:04:43","2.0","231.0","""Sorting does not work anymore in non-dynamic tables""","""The classical method of sorting the various quiz attempts by clicking on the column link does not work well anymore. The first time you click on the link, attempts are sorted in descending order by the column selected, but subsequent clicks always do the same.    The expected behaviour is to invert the sort order with each click.    Also, the little black arrows indicating the present sort order are not shown anymore.    To reproduce:    Try to view the attempt list of some quiz with attempts. The page is <base URL>mod/quiz/report.php?id=1569&mode=overview  (the quiz ID will be different in your case, obviously)"""
"MDL-69238","2020/07/09 02:58:56","1.0","87.0","""Final removal of lib/coursecatlib.php""","""The file throws debugging saying 'Do not include coursecatlib.php' and isn't used anywhere. This was done in 3.6, so we can probably remove this file completely now."""
"MDL-69278","2020/07/15 03:52:11","1.0","285.0","""BeforeScenario hook failure leads to skipped test and rerun""","""When Selenium does fail in the BeforeScenario step it means that the exit code is non-zero, causing a re-run, but it also causes the Scenario to be _skipped_ rather than to fail.    If no other scenario step fails then the rerun.txt is empty.    Because the Suite returned non-zero, the Suite is rerun, but the lack of a rerun.txt means that the entire Suite reruns ad not just the failed test.    You can see that in the following job:    https://ci.moodle.org/job/S37.06.01%20-%20Behat%20-%20Chrome%20+%20Postgres%20+%20Classic/157/console    This happens because an Exception in a BeforeScenario hook leads to the Skip rather than Fail.    To resolve it we can apply the same approach as taken in the BeforeStep setup where a BeforeStep failure stores the exception in a statically defined var, and then the """"I look for exceptions"""" step finds it and fails the test.  This _may_ require an additional change to the behat extension to look for stored exceptions _before_ the step runs."""
"MDL-69297","2020/07/16 10:55:29","1.0","491.0","""File-based Assignments shouldn't accept submissions without any files""","""h1. Steps to reproduce  h2. As a teacher:   # Create new assignment with:   # Submission types = File submissions   # Require students to click the submit button = Yes    h2. As a student:   # On the assignment, Edit submission:   # Upload a file and save changes   # Open the Assignment page (with the Submit assignment button) _in two browser tabs_   # In one of the tabs, click and confirm the """"Remove submission"""" button (the submission now has no files)   # In the other tab, click Submit assignment and confirm.    h1. Expected results    Moodle rejects the submission, due to checking and finding that it had no files.  h1. Actual results    Moodle accepts the submission.  h1. Notes    Obviously this is a slightly pathological case, as it must take some malevolence or considerable confusion for a student to take those steps and create an empty submission - but I've had a student that appears to have managed just that!"""
"MDL-69391","2020/08/03 13:07:29","2.0","202.0","""Some dropdown menus have insufficient colour contrast between text and background ""","""Some examples:  # Calendar page: Course dropdown  # Navigation menu items (e.g. Language menu)    There might be more. Probably good to check out other action menus or select elements."""
"MDL-69525","2020/08/21 11:06:23","3.0","840.0","""Toggle-all checkbox publishes multiple events with an inconsistent data""","""When selecting/deselecting the toggle-all (parent) checkbox, multiple events with an inconsistent data are being fired. This makes it really hard for a subscriber to properly utilize the data. Also, this causes performance issues which are noticeable when attempting to bulk select larger set of data (takes ~ 5 sec to bulk select ~ 1000 records).    Ideally, a single event should be fired after changing the state of the toggle-all (parent) checkbox and it's data should reflect the final state of the child checkboxes in the specific toggle group.    Steps to reproduce:   # Unzip the attached local plugin into the /local/ directory of your moodle installation   # Login as Admin.   # Install the plugin and go to PATHTOMOODLEINSTANCE/local/checkboxtoggleallevents/index.php   # Click on the 'Toggle-all' (parent) checkbox for """"Checkbox Group 1"""" in order to select all checkboxes in Group 1.   # Open the console in the browser, the fired events should be captured in the console.    Result:    *Actual:* 7 events are being fired and captured in the console.    *Expected*: 1 event should be fired with data which reflects the current state of the specific toggle group (ex. all 3 child checkboxes from the toggle group """"participants-table option-1"""" are selected)"""
"MDL-69549","2020/08/24 07:11:24","2.0","4210.0","""Create course content export API""","""h3. API details    The proposed API for course export is a part of a new API for content.    The content API will include features for:  # identifying, locating, and controlling access of files within a component, or subsystem, which are a part of the File Storage API, or are served via one of the {{pluginfile.php}} endpoints (MDL-66006 / MDL-69708)  # identifying, locating, and describing text areas within Moodle; and  # exporitng content stored within a component, or subsystem.    The new API will be the {{content}} API, and will _not_ be a subsystem as it is expected to become more and more integral to parts of Moodle.    All core classes will be located in the {{core\content}} namespace, with subsystems and components placing their code and extensions of this API in {{[frankenstyle_component]\content}}.    The Content Export API will be located within the {{core\content\export}} namespace, and with subsystems and components placing their code and extensions of this API in {{[frankenstyle_component]\content\export}}.    h4. API Components  The API is made up of several core component types:  # The {{zipwriter}}, located in {{core\content\export\zipwriter}} is a wrapper around the {{ZipStream\ZipStream}} library and adds additional functionality and business logic related specifically to the export of content. It also includes helpers to add all pluginfiles which relate to a textarea, rewriting the @@PLUGINFILE@@ references in that textarea to point to the exported files.  # Exporters, located in {{core\content\export\exporters}} are the classes which perform the work of collecting all relevant content together, and adding it to the zipwriter for a given context;  # Exportable Items, located in {{core\content\export\exportable_items}} and extending the abstract {{core\content\export\exportable_item}} class are helpers which describe the content being exported and prepare it for export. These cover cases such as the export of a single {{stored_file}} object, all {{stored_file}} instances within a specific {{filearea}} in the {{file_storage}} API, and the ecport of a text field within the database. These exportable_items allow an indivdual component (subsystem or plugin) to describe in an abstract way the content that they include. Each exportable item additionally includes the logic to actually add the content it describes to the zipwriter archive.  # Items which have been exported, located in {{core\content\export\exported_item}} which provide a generic way for a component to describe what was exported in such a way that can be used for a human-readable HTML file. This includes features such as a title, shown to the user, a list of files, and any string content (typically a text field like a description) that relates to the exported item.      This API is designed to support the export of _course_ content including activities. At a sutiable time in the future it would be possible to extend it to support the export of blocks within a course, and other parts of the site, including course categories, or any other arbitrary context.    h5. Exporters  The exporters included in {{core\content\export\exporters}} as standard include:  # The abstract {{component_exporter}} which all other exporters must extend.  It includes helpers used to fetch the context being exported, the name of the component being exported, and the zipwriter.  It also includes helpers to export a set of exportable items.  It describes a {{get_exportables()}} function which, by default, returns an empty array.  # The abstract {{mod_instance_exporter}}, which extends the abstract {{component_exporter}}, and is intended to be extended by activities implementing the API.  For example, the {{mod_page}} component defines the {{mod_page\content\exporter}} which extends the {{mod_instance_exporter}}.  This class adds helpers for fetching the {{cm_info}} and activity name.  # The {{mod_exporter}} which is used to export generic data which is defined in core.  This is required as the """"{{intro}}"""" feature of activities is _not_ an instance feature, but a part of of the general API for activities.  For an activity support the {{intro}} field, it just has to declare that it supports the feature and core handles the rest.  This class does not define its own list of exportables, but rather takes in the list of exportables from an activity and handles their export.  It is a feature of the {{core\content\export}} API itself, and is not a part of the public API. It is declared final and cannot be extended. It is only called by the core API.  Essentially the calling code would look a little like the following:  {code}  foreach ($contexts as $context) {    $component = get_component_from_context($context); // Some made up function to get the mod_[name] from an activity context.    $exportables = [];      // Fetch the exportables that the activity instance defines.    $classname = component_exporter::get_classname_for_component($component);    if (class_exists($classname)) {      $exporter = new $classname($context, $component, $user, $archive);      $exportables = $exporter->get_exportables();    }      // Pass to the core mod_exporter to handle the remaining export.    $modexporter = new \core\content\export\exportables\mod_exporter($context, $component, $user, $archive);    $modexporter->export_exportables($exportables);  }  {code}  The {{export_exportables}} function is responsible for fetching the module intro, should the activity support it, adding all exportable content defined in the activity to the zipwriter, and generating a human-readable module index within the zip archive.  # The {{course_exporter}}, which is used to export a whole course.  Again this is not a part of the public API, and only called by {{core\content}} itself.  It does not return anything in the {{get_exportables()}} function but defines an {{export_course}} function which takes a list of all contexts which were successfully included in the export.  This function adds the course index to the zip stream, which includes all course sections, and links to each activity within the course.  Where an activity was included in the downloaded content, all links to the activity point to the module index created by the {{module_exporter}}.  Where an activity was _not_ included in the downloaded content, links will point to the live site. This will be used in the future to support cases where a specific activity has been configured to not be exported. This allows the course structure to remain and all data to be shown in context, but for those activities not exported to point to the live site instead.    h6. Course module exporters  Any individual activity/course module can define its own exporter.    Those included in this patch are for:  # {{mod_page}} - to export the {{Content}} part of a Page activity;  # {{mod_folder}} - to export all files and folders within the activity; and  # {{mod_resource}} - to export the single file within the activity.    Each activity extends the {{core\content\export\exporters\mod_instance_exporter}} class, must override the {{get_exportables}} function, and have that function return a list of {{exportable_item}} instances.    h5. Exportable items  Exportable items are used to describe all content to be exported in an abstract and simplified way so as to reduce duplication across the codebase.    All content is exported as either Text, or a collection of Files. No other types are supported or expected at this time.    Three standard item types are defined in core, but where these do not fit a component is able to write its own {{exportable_item}} type.    Most activities will likely export an {{exportable_textarea}}, which takes a table name, field name, and row ID.  For text areas which can have files embedded it also takes an optional {{filearea}}, and {{itemid}} which are used to fetch the file from the File Storage API, and an optional {{pluginfileitemid}} which is the itemid used in the {{/pluginfile.php/}} URL.  When adding to the archive, all files in the filearea/itemid will be added to the zip archive. As each file is added, the content will be rewritten to find any use of {{@@PLUGINFILE@@}} in the text which relates to that specific file, and rewrite it to point to the version stored in the zip archive.  After all files have been exported and the content is rewritten, any remaining uses of {{@@PLUGINFILE}} are rewritten to point to the live site, using the {{tokenpluginfile.php}} endpoint which allows viewing without requiring a current login.    For activities which purely export files, two additional types have been defined:  # the {{exportable_stored_file}}, which allows for a single file to be exported; and  # the {{exportable_filearea}}, which allows for all files within a {{filearea/itemid}} combination for a specific {{component + context}} combination to be exported    h5. Exported items  In order that exported content can be adequately described in a human-readable format, all exported content must be described in an {{exported_item}}.    This includes a Title, any string content, and two lists of files. It is consumed by the {{course_exporter}} and {{mod_exporter}} to create template data used in the Mustache templates."""
"MDL-69550","2020/08/24 07:11:57","1.0","248.0","""Implement content export API for mod_resource""","""Implement for mod_resource.    A single contentitem would be returned with the file name of the file in the resource. The {{type}} and {{id}} of the contentitem are inconsequential because there is only one item in a file resource.    This will also require definition of a new {{FEATURE_COURSECONTENTEXPORT}} constant and definition in {{resource_supports()}} in {{mod/resource/lib.php}}."""
"MDL-69556","2020/08/25 01:29:48","1.0","81.0","""Implement coursecontentexport API for mod_folder""","""Implement coursecontentexport API for mod_folder.    Need to determine the level of granularity required here but I would recommend that we list all top-level items, i.e. given the following folder structure within the module:  {code}  ├── Intro.pdf  ├── Lectures notes  │   ├── 20200813.ppt  │   ├── 20200820.ppt  │   └── 20200827.ppt  └── Videos      ├── 20200813      │   └── Lecture.mov      ├── 20200820      │   ├── Examples.mov      │   └── Lecture.mov      └── 20200827          └── Lecture.mov  {code}    The following course contentitems would be returned for selection:  || Name || type || id ||  | Intro.pdf | file | 3453 |  | Lectures notes | folder | 399 |  | Videos | folder | 99499 |      See notes in MDL-69550 for requirements re {{[modname]_supports()}} requirements."""
"MDL-69557","2020/08/25 01:30:35","1.0","348.0","""Implement content export API for mod_label""","""Implement content export API for mod_label"""
"MDL-69558","2020/08/25 01:30:45","1.0","86.0","""Implement coursecontentexport API for mod_page""","""Implement coursecontentexport API for mod_page"""
"MDL-69623","2020/09/03 07:49:22","15.0","4500.0","""Explore moving main menu items to the secondary navigation (backend) ""","""This builds on the issue which aimed to document current nav architecture. This issue should start to build a picture of what might be involved to achieve some of the new nav changes. The focus is on exploring a design.    This should also consider how tertiary nav could be implemented, as per the design mocks."""
"MDL-69649","2020/09/08 07:41:26","1.0","810.0","""Missing labels in restore page""","""There are missing labels in the """"{{Destination}}"""" step of the restore process.  # Radio buttons  # Search input box    For example, when restoring an activity backup in a course:   !activityrestore.png|thumbnail!   """
